Action,Description,Filter,Message,Name,RegEx,Sev,ThresholdPerDay,ThresholdPerMin
"Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http: www.cisco.com tac. With some messages, these tools and utilities will supply clarifying information. Also perform a search of the Bug Toolkit http: www.cisco.com pcgi-bin Support Bugtool home.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet http: tools.cisco.com ServiceRequestTool create, or contact your Cisco technical support representative and provide the representative with the gathered information.",Message and traceback is seen when  no switchport  command is issued on an Fast Ethernet interface containing a policy-map.,N,QM-4-UNEXPECTED_INTERNAL_QOS_CONDITION,QM-4-UNEXPECTED_INTERNAL_QOS_CONDITION,*QM-4-UNEXPECTED_INTERNAL_QOS_CONDITION*,4,0,0
Remove one of the commands or use the  set-dscp-transmit | set-precedence-transmit | set-exp  option for the conform action of the police command.,This message indicates that the set and police commands cannot coexist in a class map for a QoS manager (QM) supported interface.,N,QM-6-SET_AND_POLICE,QM-6-SET_AND_POLICE,*QM-6-SET_AND_POLICE*,6,0,0
The suggestion is to verify the port modes are compactible.,The message indicates that the Port-channel and the Ethernet interface have different vlan-based mode.,N,QM-SW1-2-VLAN_BASED_MODE_ON_EC_MEMBER_PORT,QM-SW1-2-VLAN_BASED_MODE_ON_EC_MEMBER_PORT,*QM-SW\d+-2-VLAN_BASED_MODE_ON_EC_MEMBER_PORT*,2,0,0
Collect syslog and open Cisco TAC Sev 1,An EMERGENCY level message was emitted by QNET. Open Cisco TAC Sev 1,N,QNET-0-EMG,QNET-0-EMG,*QNET-0-EMG*,1,0,0
"Copy the error message exactly as it appears on the console or in the system log, open a TAC case.",An ALERT level message was emitted by QNET.,N,QNET-1-ALT,QNET-1-ALT,*QNET-1-ALT*,3,0,0
Enable native VLAN tagging by entering the vlan dot1q tag native command.,Please enable the native VLAN tagging feature for proper functioning of the Q-in-Q service.QnQ might not function properly for packets in the native vlan if native-vlan-tagging is not enabled.,Y,QNQ-6-NATIVE_VLAN_TAGGING,QNQ-6-NATIVE_VLAN_TAGGING,*QNQ-6-NATIVE_VLAN_TAGGING*,6,0,0
"Configure a policy with the bandwidth command, and attach it to the interface.",The max-reserved-bandwidth command has been deprecated as per the MQC convention.,N,QOS_CLI_DEPRECATE-4-MAX_RESERVED_BW,QOS_CLI_DEPRECATE-4-MAX_RESERVED_BW,*QOS_CLI_DEPRECATE-4-MAX_RESERVED_BW*,4,0,0
Please contact Cisco TAC.,Fail-over of dynamic interface failed,N,QOS-3-ATLEAST_ONE_FAILOVER_ERR,QOS-3-ATLEAST_ONE_FAILOVER_ERR,*QOS-3-ATLEAST_ONE_FAILOVER_ERR*,3,0,0
This is an informational message.,This message is seen when the device is receiving COA in the background after a switchover.,N,QOS-3-INVALID_CLASS_QID,QOS-3-INVALID_CLASS_QID,*QOS-3-INVALID_CLASS_QID*,3,0,0
This error can be rectified by avoiding creation of more than 1000 tunnels with HQF configuration on each.,This error message triggered when the system fails to bring up all the sessions.,N,QOS-3-INVALID_STAT_QID,QOS-3-INVALID_STAT_QID,*QOS-3-INVALID_STAT_QID*,3,0,0
It is because the TCAM is running out. One possible reason is a PDP (per-port data policy) which uses up quite some TCAM. So try the EOS-Int image. ,This message indicates Insufficient hardware resources to program the input policy-map SPTest.,N,QOS-3-POLICY_HW_RESOURCE_FULL,QOS-3-POLICY_HW_RESOURCE_FULL,*QOS-3-POLICY_HW_RESOURCE_FULL*,3,0,0
One possibility is that new physical interface already has service-policy with queueing configured. Remove the other service-policy in that case. If that is not the case then contact technical support.,Dynamic SA session has changed its route out of the different physical interface and queueing cannot set-up data-structure for that new physical interface.,N,QOS-3-SA_SESSION_FAILOVER_ERR,QOS-3-SA_SESSION_FAILOVER_ERR,*QOS-3-SA_SESSION_FAILOVER_ERR*,3,0,0
"Check the module for hardware problems. If a problem is not obvious, contact your technical support representative.",This message indicates that the desired default CoS could not be set on the module port. [dec] [dec] is the module number port number.,N,QOS-3-SETDEFCOSFAIL,QOS-3-SETDEFCOSFAIL,*QOS-3-SETDEFCOSFAIL*,3,0,0
"Check the module for hardware problems. If a problem is not obvious, contact Cisco TAC team for further analysis.",This message indicates that the desired trust type could not be set on the module. <> Is the module number port number.,N,QOS-3-SETTRUSTFAIL,QOS-3-SETTRUSTFAIL,*QOS-3-SETTRUSTFAIL*,3,0,0
This is an informational message.,"This error means that, using the default queue on the specific interface.",N,QOS-3-VALID_DEFAULT_QID,QOS-3-VALID_DEFAULT_QID,*QOS-3-VALID_DEFAULT_QID*,3,0,0
"No action required, if message recurs contact TAC.",This is an internal software error. A QoS policy feature object has a stale reference.,N,QOS-4-FO_IN_USE,QOS-4-FO_IN_USE,*QOS-4-FO_IN_USE*,4,0,0
No action is necessary. This message is provided for information only.,"This message indicates that for a short period of time after switchover, any commands relating to QoS might display values not consistent with the current hardware settings.",Y,QOS-4-HASWITCH,QOS-4-HASWITCH,*QOS-4-HASWITCH*,4,0,0
"Could be a reachability issue. Please check any interface to reach the RADIUS server is up and running. Check the routing table whether the route to reach the RADIUS server from this device is installed. Check the physical cable connected to the interface. Check whether any issue with ISE policy. Also, Its recommended to configure AAA Dead-Server Detection Perform the following steps: 
1.	enable
2.	configure terminal
3.	radius-server deadtime minutes
4.	radius-server dead-criteria [time seconds] [tries number-of-tries]",This message indicates that the given configured RADIUS server is unreachable. This will lead to authentication problem. If the radius server is down we can not use RADIUS server for user authentication to log in to device.User will get connection refused message.,N,RADIUS-4-RADIUS_DEAD,RADIUS-4-RADIUS_DEAD,*RADIUS-4-RADIUS_DEAD*not responding*,4,0,0
"Reduce other system activity to ease memory demands. If conditions warrant, upgrade to a larger memory configuration. Consider restarting the IS-IS process. If issue reoccur Contact Cisco TAC.","IS-IS was unable to perform the specified operation on the specified interface. This is most likely to be a resource starvation problem, but may be an internal programming error.",N,ROUTING-ISIS-4-INTF_STORE_FAIL,ROUTING-ISIS-4-INTF_STORE_FAIL,*ROUTING-ISIS-4-INTF_STORE_FAIL*,4,0,0
 No action is required.,"This system received a level L-# LSP with a wrong checksum. If the IS-IS configuration option ’Isis-ignore-checksum-errors’ is set, the packet has been ignored. Otherwise, it has been handled according to the specification.",Y,ROUTING-ISIS-4-LSPCKSUM,ROUTING-ISIS-4-LSPCKSUM,*ROUTING-ISIS-4-LSPCKSUM*,4,0,0
"This is usually caused by a misconfiguration, such as redistributing a large number of routes into IS-IS. Reduce the number of routes being redistributed into IS-IS to correct the problem.",This message indicates LSP is dropping routes. The system cannot originate any more routes or adjacencies because it cannot build any more LSP fragments in which to advertise them.,N,ROUTING-ISIS-4-LSPFULL,ROUTING-ISIS-4-LSPFULL,*ROUTING-ISIS-4-LSPFULL*,4,0,0
Identify the source of the offending packet and correct it.,"The specified LSP contains a prefix advertisement to an invalid martian prefix and the prefix has been ignored. As the prefix is invalid there should be no impact to routing, as no traffic should be destined to the prefix. This message is indicative of a problem in the device which issued the LSP as it should not have advertised such a prefix.",N,ROUTING-ISIS-4-MARTIAN,ROUTING-ISIS-4-MARTIAN,*ROUTING-ISIS-4-MARTIAN*,4,0,0
If message occurs repeatedly copy the error message exactly and contact TAC.,An unexpected error occurred while IS-IS bring up NII interface and it s timer on the interface not running.,N,ROUTING-ISIS-4-NSR_NII_BRINGUP,ROUTING-ISIS-4-NSR_NII_BRINGUP,*ROUTING-ISIS-4-NSR_NII_BRINGUP*,4,0,0
"If case 1, Check the configuration of other devices in the area for duplicate system IDs. If case 2, Ignore the message.",The reason for seeing those messages is most likely due to the dynamic hostname TLV being in different fragment. An LSP (label switched path) is received with a System ID same as the local System ID but with a different hostname. This could happen in the following cases: 1) A new device is introduced into the network with a duplicate system ID as the local device. 2) The local hostname has changed and Isis is receiving an old LSP generated with the old hostname.,N,ROUTING-ISIS-4-SAMESYSID_DIFFHOST,ROUTING-ISIS-4-SAMESYSID_DIFFHOST,*ROUTING-ISIS-4-SAMESYSID_DIFFHOST*,4,0,0
"Follow the instructions associated with the preceding message. If an automatic restart has been scheduled, then IS-IS may recover automatically. If a manual restart is required, then ’process start isis’ is required to recover.","IS-IS has encountered a problem which means that is no longer able to continue and so it is shutting down. The message includes a brief description of the problem but will also have been preceded by another message providing a more detailed description of the problem. There are several types of reason why IS-IS may have to shut down which include a fatal error during process initialization, a fatal problem with a critical service during normal operation, and a roll-over of one of the local system’s LSP’s sequence numbers. The message also describes whether or not IS-IS has automatically been restarted.",N,ROUTING-ISIS-4-SHUTDOWN,ROUTING-ISIS-4-SHUTDOWN,*ROUTING-ISIS-4-SHUTDOWN*,4,0,0
 Configure the LSP MTU to a size that will fit within the interface MTU.,"L-LEVEL SNP size SNP-LENGTH bigger than interface INTERFACE-NAME MTU INTERFACE-MTR, trimmed to interface MTU This system was unable to flood an SNP out INTERFACE-NAME because the LSP MTU setting is too big for the interface MTU. The SNP packet size was trimmed to fit the interface MTU.",N,ROUTING-ISIS-4-SNPTOOBIG,ROUTING-ISIS-4-SNPTOOBIG,*ROUTING-ISIS-4-SNPTOOBIG*,4,0,0
Configure metric-style wide for the topology and area.,The log indicates that the specified interface and topology has been configured with a metric value that requires metric-style wide to be configured for the relevant level.,N,ROUTING-ISIS-4-WD_METRIC_NOT_CONF,ROUTING-ISIS-4-WD_METRIC_NOT_CONF,*ROUTING-ISIS-4-WD_METRIC_NOT_CONF*,4,0,0
No action is required.,This message indicates that IS-IS (Intermediate System - Intermediate System) has received an IIH (Intermediate System-to-Intermediate System Hello) containing a zero holdtime from a neighbor with which no adjacency currently exists and the IIH has been discarded.,Y,ROUTING-ISIS-4-ZEROHOLDTIME,ROUTING-ISIS-4-ZEROHOLDTIME,*ROUTING-ISIS-4-ZEROHOLDTIME*,4,0,0
"This can be caused by.1. Interface flaps.2.failure of the neighbour.3.issues on the L2 network in between.4.packet drops, QoS or control-plane policy on the device itself.",This message indicates Isis interface link is down.,N,ROUTING-ISIS-5-ADJCHANGE ,ROUTING-ISIS-5-ADJCHANGE ,*ROUTING-ISIS-5-ADJCHANGE *,5,0,0
Check the password and authentication configurations on the local system.,The process encountered an error when computing the authentication digest. This may be due to misconfiguration on the local or remote system. It is possible that no currently valid keys are available.,N,ROUTING-ISIS-5-AUTH_COMPUTE_FAILED,ROUTING-ISIS-5-AUTH_COMPUTE_FAILED,*ROUTING-ISIS-5-AUTH_COMPUTE_FAILED*,5,0,0
Check the password and authentication configurations on the local system.,The process encountered an error when verifying the authentication digest. This may be due to misconfiguration on the local or remote system. It is possible that no currently valid keys are available or the remote system is using an invalid authentication key.,N,ROUTING-ISIS-5-AUTH_VERIFY_FAILED,ROUTING-ISIS-5-AUTH_VERIFY_FAILED,*ROUTING-ISIS-5-AUTH_VERIFY_FAILED*,5,0,0
"Network command is missing under Isis (incomplete config) Once the network command is added, ISIS will come up and error messages will go away",The error message indicates the basic ISIS commands are missing.,N,ROUTING-ISIS-5-NSR_INTF_TOPO_UNREADY,ROUTING-ISIS-5-NSR_INTF_TOPO_UNREADY,*ROUTING-ISIS-5-NSR_INTF_TOPO_UNREADY*,5,0,0
"Restart server process, isis.",NSR Not Ready for instance ISIS_SR post te_control process restart on active RP.,N,ROUTING-ISIS-5-NSR_NOTIFY_READY,ROUTING-ISIS-5-NSR_NOTIFY_READY,*ROUTING-ISIS-5-NSR_NOTIFY_READY*,5,0,0
No action is required.,This message indicates a change of role of the neighbor in ISIS protocol.,Y,ROUTING-ISIS-5-NSR_PM_ROLE_CHG,ROUTING-ISIS-5-NSR_PM_ROLE_CHG,*ROUTING-ISIS-5-NSR_PM_ROLE_CHG*,5,0,0
No action is required.,"This message occurs when the adjacency on the INTERFACE-NAME and LEVEL with the system SYSTEM-ID STARTED responding or STOPPED responding during the NSF-restart of the SYSTEM-ID. 
",Y,ROUTING-ISIS-6-ADJNSF,ROUTING-ISIS-6-ADJNSF,*ROUTING-ISIS-6-ADJNSF*,6,0,0
If the situation persists investigae whether there is resource starvation occurring.,The atomic ring for the indicated queue is full.,N,ROUTING-ISIS-6-ATOMIC_RING_FULL,ROUTING-ISIS-6-ATOMIC_RING_FULL,*ROUTING-ISIS-6-ATOMIC_RING_FULL*,6,0,0
"Duplicate system IDs are usually the result of misconfiguration or a bridging loop in the network. Configure each device with a unique system ID, and ensure that there are no bridging loops in the network.","This message occurs when IS-IS has received an IIH from a device claiming to have the same System ID as either the local system or another station on a LAN interface. The message indicates the interface and, in the case of a LAN interface, the SNPA from which the IIH was received. It also indicates whether we ourselves use this system ID, or the SNPA of the other station using the system ID.",N,ROUTING-ISIS-6-ERR_DUPID,ROUTING-ISIS-6-ERR_DUPID,*ROUTING-ISIS-6-ERR_DUPID*,6,0,0
"Using the contents of the error message as a guide, check the configuration of the device sourcing the IIH or contact the device’s vendor.","IS-IS received an IIH from the specified source containing an invalid and potentially unusable interface address for the specified address family. The message contains details of why the interface address is invalid. The message implies that the device sending the bad IIH is either misconfigured or is not conforming to the IS-IS specification. If the message describes the address as unusable, then IS-IS is not able to use the adjacency as a next hop for the specified address family. Otherwise IS-IS will still attempt to use the adjacency as a next hop.",N,ROUTING-ISIS-6-IIH_IF_ADDRESS,ROUTING-ISIS-6-IIH_IF_ADDRESS,*ROUTING-ISIS-6-IIH_IF_ADDRESS*,6,0,0
